id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36666,Mo's Cozy Casa w/ veranda & access to dock,157752,Monique,Belize,Belize Islands,17.74786,-88.02398,Entire home/apt,161,3,286,2022-03-27,2.07,4,177,34,
36690,Mo's Cozy Cabana w/ comfy veranda & access to dock,157752,Monique,Belize,Belize Islands,17.74832,-88.02474,Entire home/apt,91,3,354,2022-03-24,2.50,4,159,37,
110483,Michelo's fuchsia suite,567809,Michel,Stann Creek,Stann Creek Mainland,16.52114,-88.36926,Hotel room,81,1,30,2022-02-24,0.28,3,349,3,
120115,Seaside Villas Second Floor Unit  #4,604999,Bobbi,Belize,Belize Islands,17.74166,-88.02395,Entire home/apt,454,1,34,2022-03-08,0.56,27,223,4,
120116,Valarosa,604999,Bobbi,Belize,Belize Islands,17.73644,-88.02858,Entire home/apt,139,2,55,2022-02-22,0.74,27,26,6,
124794,Sabal Beach - secluded eco-retreat,562206,David & Wayne,Toledo,Toledo Mainland,16.28752,-88.5455,Entire home/apt,232,3,18,2020-01-12,0.14,2,48,0,
152512,"Stunning one br apt-kitchen, air con, bikes & pool",733857,Jacqueline,Stann Creek,Stann Creek Mainland,16.52644,-88.37,Entire home/apt,166,5,67,2022-03-16,0.53,5,253,3,
152922,rent a private room in a house,735525,Jennifer,Cayo,Cayo,17.25395,-88.7687,Private room,52,1,11,2019-12-14,0.15,1,364,0,
171294,King Deluxe,817242,Michael,Cayo,Cayo,17.16261,-89.06995,Private room,280,1,40,2020-02-03,0.41,11,355,0,
171301,Cabana in a Rainforest Setting,817242,Michael,Cayo,Cayo,17.16368,-89.07051,Entire home/apt,197,1,95,2022-03-06,0.97,11,218,8,
179190,Caribbean Beach Cabana #7 - Colinda Cabanas,857431,Colinda,Belize,Belize Islands,17.73696,-88.02607,Entire home/apt,187,1,111,2022-02-22,0.87,14,293,1,
182596,Caribbean Beach Cabana #6 @ Colinda Cabanas,857431,Colinda,Belize,Belize Islands,17.73696,-88.02607,Entire home/apt,187,1,145,2021-11-18,1.16,14,310,3,
182610,Ocean View Caribbean Cabana #5 @ Colinda Cabanas,857431,Colinda,Belize,Belize Islands,17.73696,-88.02607,Entire home/apt,187,1,133,2022-03-06,1.09,14,47,7,
183285,Caribbean Beach Cabana #8 - Colinda Cabanas,857431,Colinda,Belize,Belize Islands,17.73696,-88.02607,Entire home/apt,187,1,47,2020-02-29,0.37,14,306,0,
183332,Beachfront Suite at Colinda Cabanas #1,857431,Colinda,Belize,Belize Islands,17.73696,-88.02607,Entire home/apt,406,1,9,2022-02-01,0.07,14,250,4,
215095,"Private & serene:walk to beach, lagoon/sunset view",1110584,Holly,Stann Creek,Stann Creek Mainland,16.57672,-88.36583,Entire home/apt,401,2,12,2022-02-27,0.10,1,328,4,
238685,Beachfront Suite at Colinda Cabanas #2,857431,Colinda,Belize,Belize Islands,17.73696,-88.02607,Entire home/apt,406,1,9,2022-03-10,0.08,14,248,1,
245523,Beachfront Suite at Colinda Cabanas #3,857431,Colinda,Belize,Belize Islands,17.73696,-88.02607,Entire home/apt,350,1,16,2021-11-20,0.13,14,316,5,
254291,Finca Placencia oceanfront Private Beach House,1512929,Andrea,Stann Creek,Stann Creek Mainland,16.53023,-88.36103,Entire home/apt,222,1,117,2022-03-26,0.98,3,285,13,
261882,Finca Placencia oceanfront private BeachCabana,1512929,Andrea,Stann Creek,Stann Creek Mainland,16.53005,-88.36139,Entire home/apt,162,1,160,2022-03-16,1.30,3,329,9,
308361,Villa San Juan,1586187,Jorge Omar,Cayo,Cayo,17.25812,-88.77895,Private room,210,1,5,2021-09-13,0.06,1,365,1,
332447,Cabana #4 (Hobbit House) at Colinda Cabanas,857431,Colinda,Belize,Belize Islands,17.73696,-88.02607,Entire home/apt,218,1,100,2022-01-12,0.83,14,320,1,
419134,AQUA Cabana + Air Conditioning & screened patio,2084006,Lower Dover,Cayo,Cayo,17.20777,-88.9461,Private room,101,1,21,2020-03-04,0.21,4,0,0,
580189,Howler House: A romantic riverside treehouse,190152663,Shanna,Belize,Belize Mainland,17.57301,-88.39663,Entire home/apt,181,1,147,2022-03-15,1.32,1,244,14,
591211,Casa Belize - Cozy Studio Apartment,2917510,Carolyn,Belize,Belize Mainland,17.50955,-88.22414,Entire home/apt,161,2,25,2021-07-18,0.23,6,358,2,
597282,Sunny Cabana in Tropical Yard,157752,Monique,Belize,Belize Islands,17.73747,-88.02736,Entire home/apt,121,3,194,2022-03-22,1.73,4,279,19,
601962,"Stunning, two bed/two bath- air con, bikes & pool",733857,Jacqueline,Stann Creek,Stann Creek Mainland,16.52545,-88.37077,Entire home/apt,296,14,49,2020-03-18,0.45,5,91,0,
736308,Waterfront Casita! We are Gold Standard Certified!,3843219,Pernell,Corozal,Corozal,18.32931,-88.32932,Entire home/apt,341,1,38,2021-12-09,0.38,1,363,1,
788130,Home Away From Home Desirable Area,2917510,Carolyn,Belize,Belize Mainland,17.51132,-88.22517,Entire home/apt,363,1,60,2022-03-26,0.72,6,158,8,
819238,Ocean View Suite #9 - Colinda Cabanas,857431,Colinda,Belize,Belize Islands,17.73653,-88.02639,Entire home/apt,281,1,10,2021-11-22,0.10,14,292,1,
819686,Oceanview Suite #10 - Colinda Cabanas,857431,Colinda,Belize,Belize Islands,17.73577,-88.02667,Entire home/apt,243,1,10,2020-03-01,0.09,14,301,0,
985520,Comfy Cabana Tropical Caye Caulker,2267459,Tropical Dreams,Belize,Belize Islands,17.74074,-88.02704,Entire home/apt,180,2,201,2022-03-24,2.01,4,277,43,
1051976,Casa Fabro Vacation Rental Gold Standard,5792357,Teresita,Belize,Belize Mainland,17.4908,-88.18589,Entire home/apt,171,2,70,2022-03-23,0.79,1,264,23,
1111731,"Sail Belize on Doris, a 50ft Lagoon 500 Catamaran",6101757,Clifford,Belize,Belize Mainland,17.47288,-88.24754,Entire home/apt,3679,4,0,,,4,364,0,
1134575,"Bay Breezes apt #2, Caye Caulker",911311,Hilda,Belize,Belize Islands,17.73951,-88.03293,Entire home/apt,67,1,170,2022-03-14,1.60,12,353,8,
1134718,"Bay Breezes apt #1, Caye Caulker",911311,Hilda,Belize,Belize Islands,17.73951,-88.03293,Entire home/apt,109,1,121,2020-03-14,1.15,12,270,0,
1135021,"Bay Breezes apt #3, Caye Caulker",911311,Hilda,Belize,Belize Islands,17.73951,-88.03293,Entire home/apt,79,1,157,2022-03-06,1.45,12,365,2,
1135078,"Bay Breezes apt #4, Caye Caulker",911311,Hilda,Belize,Belize Islands,17.73951,-88.03293,Entire home/apt,67,1,140,2022-02-18,1.37,12,354,2,
1150391,Fraser's Way Bullet Tree Falls Cayo,2700257,Deborah,Cayo,Cayo,17.17136,-89.11367,Entire home/apt,131,3,23,2021-08-07,0.23,1,351,1,
1155995,Weezie's Purple Cottage with a pool,6334784,Tom,Belize,Belize Islands,17.73839,-88.02982,Hotel room,442,1,17,2019-03-05,0.16,12,188,0,
1177282,Belize Waterfront - Orchid Bay Casita 9A,6441582,Jeff And Debi,Corozal,Corozal,18.32853,-88.32882,Entire home/apt,333,2,38,2022-01-18,0.36,1,277,5,
1187309,Casa Belize Modern 2 Bedroom Apartment,2917510,Carolyn,Belize,Belize Mainland,17.5098,-88.22347,Entire home/apt,262,1,21,2022-03-02,0.32,6,158,3,
1296732,Colonial Farm House/Organic Farm,7050240,Chris,Stann Creek,Stann Creek Mainland,17.0114,-88.47726,Entire home/apt,103,2,93,2022-03-01,0.95,1,341,7,
1305154,*Peaceful Garden Studio @ Picololo *Gold Standard*,727841,Hilary & Pike,Belize,Belize Islands,17.73786,-88.02817,Entire home/apt,135,3,180,2022-03-25,1.79,4,298,20,
1307280,Peaceful Garden Studio at Picololo *Gold Standard*,727841,Hilary & Pike,Belize,Belize Islands,17.73791,-88.02814,Entire home/apt,135,3,215,2022-03-13,2.15,4,325,21,
1307349,Charming Garden Studio at Picololo *Gold Standard*,727841,Hilary & Pike,Belize,Belize Islands,17.73805,-88.02828,Entire home/apt,115,3,187,2022-03-24,1.87,4,310,24,
1387964,Sea Garden Cottage & Pool/AC/Access to Dock/free paddleboards,7508502,Velento Rentals,Belize,Belize Islands,17.73531,-88.02929,Entire home/apt,236,1,125,2022-03-18,1.31,6,344,11,
1432085,Hummingbird Pool House 2 bedroom cabin,604999,Bobbi,Belize,Belize Islands,17.73675,-88.0285,Entire home/apt,272,1,82,2022-01-28,0.88,27,6,18,
1443152,Gold Standard. The penthouse suite.,3726010,Diana,Belize,Belize Islands,17.91141,-87.97316,Entire home/apt,134,1,252,2022-03-21,2.47,7,305,15,
1464289,Hidden Gem Cabana with Pool/AC/Dock-Beach access  & free paddleboards,7508502,Velento Rentals,Belize,Belize Islands,17.73699,-88.02942,Entire home/apt,322,1,143,2022-03-08,1.38,6,287,10,
1503151,Weezie's Pink Cottage with a pool,6334784,Tom,Belize,Belize Islands,17.73728,-88.02773,Hotel room,502,2,25,2021-12-04,0.29,12,182,1,
1557575,2 BEDROOMS APT CLOSE TO DOWNTOWN SAN IGNACIO,2556131,Shamera,Cayo,Cayo,17.15539,-89.06935,Entire home/apt,131,2,10,2022-02-19,0.22,2,321,4,
1572640,Hummingbird Pink 2 bedroom detached cabin,604999,Bobbi,Belize,Belize Islands,17.73698,-88.02831,Entire home/apt,251,2,68,2022-02-14,0.81,27,7,9,
1635819,The Bottle Tree House (formerly Villa Almendra),8690154,J. David,Belize,Belize Islands,17.73726,-88.02812,Entire home/apt,321,2,36,2022-02-22,0.51,1,295,3,
1649687,Bullet Tree River Paradise,8750607,Lucy,Cayo,Cayo,17.17487,-89.10824,Entire home/apt,133,5,0,,,1,78,0,
1661061,"Amanda's Place Uno, Studio with Pool and Seaviews",8801829,Amanda,Belize,Belize Islands,17.74154,-88.02421,Entire home/apt,222,2,195,2022-03-03,1.92,6,28,27,
1704141,"""SunsetBeach C3!"" 3 brm/Private pool/WiFi/AC/Views",8996514,Cathy,Belize,Belize Islands,17.89126,-87.97988,Entire home/apt,585,3,11,2022-01-02,0.11,11,286,3,
1707764,"C1 GoldStandard 3BR porch,beach, pool,bikes,kayaks",1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.88981,-87.97981,Entire home/apt,468,3,11,2022-02-14,0.13,20,283,1,
1798242,Chila's  Beach View Gold Standard,9430792,Chila,Belize,Belize Islands,17.7477,-88.02395,Entire home/apt,151,3,229,2022-03-26,2.28,3,325,19,
1802882,Tourism Gold Standard Bamboleo Inn  by the Airport,9451825,Vinny,Belize,Belize Mainland,17.55869,-88.28442,Hotel room,179,1,4,2021-12-10,0.05,6,365,2,
1847763,"B2 Gold Standard 3BR: beach, bikes, kayaks, pool!",1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.88981,-87.97981,Entire home/apt,468,3,10,2021-12-23,0.13,20,308,3,
1877094,"A6 Gold Standard 3BR: beach, bikes, kayaks, pool!",1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.88981,-87.97981,Entire home/apt,468,3,24,2022-03-13,0.25,20,308,3,
1923992,Axios  Vacation Apartments Caye Caulker,9968080,Alexis & Scott,Belize,Belize Islands,17.74377,-88.02538,Entire home/apt,75,1,85,2022-03-06,0.85,3,348,4,
1934636,Belize River house with Tree house,4666324,Val,Belize,Belize Mainland,17.56977,-88.41272,Entire home/apt,343,3,9,2015-11-01,0.09,1,364,0,
1943235,Placencia Belize Canal Front House,10051420,Lynne,Stann Creek,Stann Creek Mainland,16.50967,-88.37344,Entire home/apt,60,30,2,2019-04-30,0.03,1,0,0,
1958217,"A2 Gold Standard 1BR-pool, beach, kayaks, bikes!",1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.88981,-87.97981,Entire home/apt,371,3,21,2022-02-26,0.25,20,325,3,
1959706,"C3 Gold Standard 3BR kayaks, bikes, beach, pool!",1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.88981,-87.97981,Entire home/apt,468,3,27,2022-03-04,0.28,20,286,8,
1982878,Tourism Gold Standard Bamboleo Inn  by the Airport,9451825,Vinny,Belize,Belize Mainland,17.55828,-88.28582,Hotel room,179,1,53,2022-03-24,0.53,6,359,4,
2022481,"""SunsetBeach A4!""- 2 balconies/ground & 2nd floor",8996514,Cathy,Belize,Belize Islands,17.89035,-87.98011,Entire home/apt,585,3,12,2020-01-18,0.13,11,327,0,
2050451,Weezie's Yellow Cottage with pool,6334784,Tom,Belize,Belize Islands,17.73809,-88.02915,Hotel room,643,3,20,2022-01-01,0.21,12,158,2,
2060320,Marin's Guesthouse Sun Units,10546084,Michele,Belize,Belize Islands,17.74086,-88.02416,Entire home/apt,151,2,52,2020-03-09,0.54,8,86,0,
2090859,Seahorse Cabana & Pool/AC/Access to Dock/Beach Area & free paddleboards,7508502,Velento Rentals,Belize,Belize Islands,17.73608,-88.02981,Entire home/apt,341,1,145,2022-02-23,1.50,6,334,10,
2095863,Beautiful ArtisticTropical Home,10691980,Christopher,Toledo,Toledo Mainland,16.09454,-88.92282,Entire home/apt,403,2,0,,,1,0,0,
2097898,The Mayan Loft @ Maruba Resort,10700587,Franziska,Belize,Belize Mainland,17.89975,-88.32787,Entire home/apt,611,1,4,2018-11-05,0.06,2,0,0,
2145564,A Kool Room,2066467,Marta,Cayo,Cayo,17.24852,-88.7623,Private room,64,3,27,2017-05-04,0.28,2,352,0,
2159828,Bright room with own bathroom,2066467,Marta,Cayo,Cayo,17.24877,-88.76148,Private room,55,3,9,2022-02-01,0.10,2,167,1,
2208686,The Chapel Bungalow @ Maruba Resort,10700587,Franziska,Belize,Belize Mainland,17.91337,-88.34102,Entire home/apt,683,1,1,2017-01-18,0.02,2,0,0,
2279129,Penthouse Paradise on the Ocean NEW,11638943,John And Paragi,Stann Creek,Stann Creek Mainland,16.83005,-88.2664,Entire home/apt,260,3,2,2015-04-07,0.02,3,317,0,
2291737,Ocean Front 2 Bed w/PRIVATE BEACH!!,11638943,John And Paragi,Stann Creek,Stann Creek Mainland,16.82078,-88.26393,Entire home/apt,462,3,1,2016-05-01,0.01,3,325,0,
2295142,Stunning Ocean Front PRIVATE Beach,11638943,John And Paragi,Stann Creek,Stann Creek Mainland,16.81686,-88.26285,Entire home/apt,1208,3,4,2019-12-27,0.05,3,329,0,
2303896,"Gorgeous apt-kitchen, air con, pool, bikes & vus",733857,Jacqueline,Stann Creek,Stann Creek Mainland,16.52558,-88.36894,Entire home/apt,245,7,13,2021-04-30,0.18,5,233,2,
2371985,Tropical hideaway with private pool,12117378,Yvonne,Belize,Belize Islands,17.735,-88.02825,Entire home/apt,279,3,63,2022-02-11,0.65,1,306,10,
2413466,"A3Gold Standard-pool, beach, & sea out front door!",1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.89048,-87.97984,Entire home/apt,371,3,11,2020-03-08,0.12,20,309,0,
2419476,"C2 Gold Standard 3BR beach, pool, bikes, kayaks!",1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.89115,-87.97997,Entire home/apt,468,3,8,2021-12-09,0.09,20,253,1,
2451606,Beautiful Beachfront Belize 3 Bed/2 Bath Villa,12535449,Deb,Belize,Belize Islands,17.87822,-87.99603,Entire home/apt,913,3,2,2019-03-09,0.03,2,337,0,
2471874,Modern 1 BD With All Amenities,2917510,Carolyn,Belize,Belize Mainland,17.51102,-88.22529,Entire home/apt,202,2,6,2020-01-12,0.07,6,173,0,
2473882,Cottage,817242,Michael,Cayo,Cayo,17.16479,-89.07013,Private room,174,1,64,2022-02-11,0.73,11,342,5,
2515673,"""SunsetBeach C2!"" 3 brm/Oceanfront/WiFi/AC/Kayaks",8996514,Cathy,Belize,Belize Islands,17.89001,-87.97969,Entire home/apt,585,3,5,2017-03-06,0.05,11,253,0,
2516046,"""Sunset Beach A2!"" one bdrm!- WiFi/AC/bikes/kayaks",8996514,Cathy,Belize,Belize Islands,17.89076,-87.98055,Entire home/apt,464,3,2,2022-03-13,0.02,11,324,1,
2520748,"SunsetBeach C1!- Beach level, oceanfront, Safe!",8996514,Cathy,Belize,Belize Islands,17.91149,-87.97207,Entire home/apt,585,3,13,2022-01-08,0.16,11,282,7,
2521039,"""SunsetBeach B2!"" 3 brm/AC/WiFi/kayaks/bikes/pool",8996514,Cathy,Belize,Belize Islands,17.88958,-87.98133,Entire home/apt,585,3,6,2022-02-05,0.10,11,308,3,
2526081,Beachfront Blue Moon Cabana Gold Standard Approved,12934670,Mirko,Stann Creek,Stann Creek Mainland,16.8632,-88.28258,Entire home/apt,333,3,7,2022-03-19,0.14,2,326,4,
2545076,Chiquibul Ranch - Jungle Home,13006345,Karen,Cayo,Cayo,17.11537,-88.96441,Entire home/apt,97,2,111,2020-01-28,1.15,1,0,0,
2551398,"""SunsetBeach A3!"" 1 brm groundfloor/WiFi/AC/kayaks",8996514,Cathy,Belize,Belize Islands,17.89084,-87.97923,Entire home/apt,464,3,8,2022-03-02,0.10,11,309,1,
2559009,"Beach Front, shared dock with our other guests, private pool, close to town",13100806,Velento Rentals-Tim,Belize,Belize Islands,17.73628,-88.02624,Entire home/apt,788,1,87,2022-02-12,0.90,13,309,13,
2559733,"Beach Front, shared dock with our other guests, private pool, close to town",13100806,Velento Rentals-Tim,Belize,Belize Islands,17.73708,-88.02649,Entire home/apt,474,1,42,2022-03-17,0.44,13,319,5,
2564938,"""Sunset Beach A5!"" Family Friendly/ 2 balconies",8996514,Cathy,Belize,Belize Islands,17.89064,-87.98091,Entire home/apt,585,3,3,2021-05-19,0.05,11,323,1,
2597828,"A4 Gold Standard: bikes, kayaks, beach, pool,more!",1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.89207,-87.97903,Entire home/apt,468,3,16,2022-02-21,0.19,20,327,5,
2607709,"B1 GoldStandard 3BR:beach,porch,pool, bikes,kayaks",1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.89198,-87.97914,Entire home/apt,468,3,30,2022-03-01,0.36,20,227,12,
2614882,"""SunsetBeach B1"" - 3 brm/Beach level/WiFi/AC/bikes",8996514,Cathy,Belize,Belize Islands,17.89035,-87.98003,Entire home/apt,585,3,13,2021-11-14,0.21,11,227,2,
2617750,Villa Boscardi-1 Bedroom King Suite,13406334,Francoise,Belize,Belize Mainland,17.51455,-88.21595,Private room,214,1,89,2022-03-11,0.93,8,331,4,
2677601,Finca Beachfront House and Cabana,1512929,Andrea,Stann Creek,Stann Creek Mainland,16.5305,-88.36022,Entire home/apt,423,1,13,2021-08-07,0.14,3,282,1,
2746814,OASI Apartment Rentals Apt #4,14053182,Luciana,Belize,Belize Islands,17.73634,-88.02801,Entire home/apt,214,2,101,2022-03-19,1.15,4,320,16,
2751904,OASI Apartment Rentals Apt #3,14053182,Luciana,Belize,Belize Islands,17.73585,-88.02804,Entire home/apt,206,2,113,2022-03-13,1.22,4,348,3,
2752709,Cosmopolitan Guest House,14080482,Emily Peggy,Stann Creek,Stann Creek Mainland,16.85079,-88.27968,Private room,141,2,40,2022-01-12,0.42,1,363,2,
2811841,OASI Apartment Rentals Apt #1,14053182,Luciana,Belize,Belize Islands,17.73634,-88.02801,Entire home/apt,182,2,113,2022-03-21,1.18,4,349,11,
2818134,Beautiful Views and Near the Beach!,6562410,Brenda,Stann Creek,Stann Creek Mainland,16.83998,-88.27202,Entire home/apt,252,3,9,2016-03-22,0.10,1,86,0,
2845861,Waterfront property with amazing sunsets!,10998068,Herbert,Stann Creek,Stann Creek Mainland,16.61237,-88.35625,Entire home/apt,192,1,20,2022-02-12,0.33,6,297,9,
2864571,"""SunsetBeach A6!""- 2 balconies/oceanfront/WiFi/AC",8996514,Cathy,Belize,Belize Islands,17.89111,-87.98126,Entire home/apt,585,3,1,2015-04-21,0.01,11,309,0,
2947838,Dolce Cabana cozy 1BR with full kitchen & pool,15048631,Nicole,Stann Creek,Stann Creek Mainland,16.5207,-88.37208,Entire home/apt,179,3,83,2022-02-09,0.99,3,153,14,
2967946,"Beach and dock access, private pool, AC, Free Wifi, close to town",13100806,Velento Rentals-Tim,Belize,Belize Islands,17.73691,-88.02601,Entire home/apt,529,1,80,2022-03-19,0.84,13,296,11,
3307135,"A5 GoldStandard condo-beach, balconies, views,pool",1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.8922,-87.97889,Entire home/apt,468,3,1,2018-12-17,0.03,20,312,0,
3440100,Axios Village Center Apartment w AC,9968080,Alexis & Scott,Belize,Belize Islands,17.74289,-88.02454,Entire home/apt,125,1,110,2022-01-03,1.17,3,362,2,
3594049,El Gran Mestizo #12 Premium Riverside Cabin,18105807,Orlando,Orange Walk,Orange Walk,18.06982,-88.55494,Entire home/apt,161,1,44,2021-11-22,0.50,3,308,3,
3702090,LUXE GOLD STANDARD 6 BDRM VILLA - NO GUEST FEE!,8003973,Corrina,Belize,Belize Islands,17.92547,-87.98256,Entire home/apt,2317,1,33,2022-03-02,0.43,22,300,6,
3704445,OASI Apartment Rentals Apt. #2,14053182,Luciana,Belize,Belize Islands,17.73634,-88.02801,Entire home/apt,206,1,179,2022-03-19,2.01,4,347,19,
3789407,"Blue Tang Inn, San Pedro Town",19450284,Kristin,Belize,Belize Islands,17.91999,-87.9619,Private room,323,1,22,2022-03-20,0.34,2,350,14,
3849201,Spare Room,817242,Michael,Cayo,Cayo,17.16365,-89.06944,Private room,128,1,127,2020-02-28,1.39,11,86,0,
3904267,Hummingbird Purple,604999,Bobbi,Belize,Belize Islands,17.73696,-88.02821,Entire home/apt,159,2,69,2022-02-26,0.76,27,44,5,
3905945,Hummingbird Annex,604999,Bobbi,Belize,Belize Islands,17.73609,-88.02876,Entire home/apt,180,2,88,2022-03-05,0.99,27,15,10,
3930450,Casita Verde,817242,Michael,Cayo,Cayo,17.16406,-89.06907,Entire home/apt,410,1,26,2018-06-20,0.28,11,328,0,
3987214,Casa Del Sol/NEW OWNER,20666628,Andrew,Belize,Belize Islands,17.74355,-88.02608,Entire home/apt,907,3,65,2022-01-06,0.72,3,361,2,
3987729,Leeside Rooms/NEW OWNER,20666628,Andrew,Belize,Belize Islands,17.74545,-88.02507,Private room,192,2,161,2022-03-01,1.82,3,355,2,
4006269,Revas Pearl Maya Beach Cabana,261868426,Dwayne,Stann Creek,Stann Creek Mainland,16.62038,-88.35272,Entire home/apt,179,3,18,2019-12-05,0.23,7,262,0,
4021234,THE IGUANA HOUSE,20847705,Chris,Belize,Belize Islands,17.95979,-87.93392,Entire home/apt,1008,5,56,2022-01-10,0.63,2,306,3,
4061124,Cozy Lake View studio Near airport AC free wifi,21064904,Tessa,Belize,Belize Mainland,17.59025,-88.32157,Entire home/apt,97,1,30,2022-02-23,0.68,2,352,7,
4121595,Cozy 2 BDR cabana with pool and A/C - Starfish,2267459,Tropical Dreams,Belize,Belize Islands,17.73972,-88.02534,Entire home/apt,194,2,143,2022-03-23,1.62,4,295,27,
4121839,Charming 1 BDR w/ full kitchen - Conch Cabana,2267459,Tropical Dreams,Belize,Belize Islands,17.73732,-88.02644,Entire home/apt,101,2,67,2022-03-24,0.76,4,309,11,
4149342,LUXE GOLD STANDARD 4 BEDROOM VILLA - NO GUEST FEES!,8003973,Corrina,Belize,Belize Islands,17.92227,-87.98277,Entire home/apt,1775,2,29,2022-03-14,0.33,22,292,4,
4172736,Dolce Cabana spacious 1BR waterfront with pool,15048631,Nicole,Stann Creek,Stann Creek Mainland,16.52076,-88.3721,Entire home/apt,192,2,83,2022-01-10,0.94,3,164,13,
4190986,Beachfront Baby Blue Cabana Gold Standard Approved,12934670,Mirko,Stann Creek,Stann Creek Mainland,16.85934,-88.28219,Entire home/apt,218,2,6,2022-01-29,0.10,2,360,1,
4208385,"Multiple beach condos-great for groups, weddings!",1120393,"Barbara, Belize & Colombia",Belize,Belize Islands,17.89232,-87.9789,Entire home/apt,936,3,9,2022-03-20,0.13,20,347,2,
4224906,Private Caribbean Seafront Luxury Villa with Pool,10998068,Herbert,Stann Creek,Stann Creek Mainland,16.65661,-88.31202,Entire home/apt,897,3,20,2021-12-28,0.31,6,271,6,
4232913,Hideaway Caye. Your Own PRIVATE ISLAND !,4455434,Kim,Stann Creek,Stann Creek Islands,16.68243,-88.19198,Entire home/apt,736,2,109,2022-02-23,1.27,1,264,14,
4262174,Tropical jungle experience in Maya Beach,22121955,Herbert,Stann Creek,Stann Creek Mainland,16.61048,-88.35514,Entire home/apt,151,3,18,2022-03-21,0.20,3,296,2,
4278981,Steps to the Ocean/Pool/AC/Dock/Beach area & free paddleboards,7508502,Velento Rentals,Belize,Belize Islands,17.73632,-88.02601,Entire home/apt,526,1,149,2022-03-21,1.69,6,326,15,
4304743,"DORMITORY Bed #1 of 6, on Maya Ruin",2084006,Lower Dover,Cayo,Cayo,17.21379,-88.94974,Shared room,36,1,1,2020-02-10,0.04,4,365,0,
4333646,2BR Sea View Apt: Center Hopkins,22501021,Damian,Stann Creek,Stann Creek Mainland,16.86212,-88.28286,Entire home/apt,383,1,14,2021-12-12,0.17,7,246,3,
4376821,Downtown Beachfront Studio Suite,22501021,Damian,Stann Creek,Stann Creek Mainland,16.86627,-88.28529,Private room,202,1,8,2020-03-19,0.09,7,284,0,
4377801,2BR Beachfront Apartment in center of Hopkins,22501021,Damian,Stann Creek,Stann Creek Mainland,16.86898,-88.28517,Private room,232,1,5,2020-02-18,0.06,7,265,0,
4392143,Kantara Ku-Resort Main Villa Room,22800660,Conrad,Cayo,Cayo,17.10922,-88.66082,Private room,151,1,11,2018-11-05,0.13,4,365,0,
4412492,Kantara Ku-Resort Honeymoon Suite,22800660,Conrad,Cayo,Cayo,17.10981,-88.66028,Private room,302,1,2,2016-07-04,0.02,4,365,0,
4416397,Parrot Nest Treehouse 1 (Gold Standard),22923135,Parrot Nest,Cayo,Cayo,17.174,-89.10828,Private room,111,2,215,2022-03-22,2.44,8,338,20,
4454404,Weezie's Oceanfront Hotel Penthouse,6334784,Tom,Belize,Belize Islands,17.73529,-88.02708,Hotel room,784,1,15,2021-11-08,0.17,12,112,2,
4480249,"Relax by the Ocean Villa-Pool, Dock, AC & free paddleboards",7508502,Velento Rentals,Belize,Belize Islands,17.73673,-88.02563,Entire home/apt,526,1,122,2022-03-21,1.38,6,306,11,
4480913,"Studio Beach Suite with Pool just steps to the Ocean/dock, free paddleboards",7508502,Velento Rentals,Belize,Belize Islands,17.73628,-88.02771,Entire home/apt,302,1,105,2022-03-04,1.19,6,276,7,
4485454,Kantara Ku- Jungle Resort Cottage,22800660,Conrad,Cayo,Cayo,17.1084,-88.65997,Entire home/apt,403,1,8,2022-02-10,0.10,4,365,1,
4485763,Kantara Ku-Jungle Resort - Cabanas,22800660,Conrad,Cayo,Cayo,17.10942,-88.66053,Private room,71,1,22,2022-01-19,0.25,4,365,3,
4491461,SEASIDE SUITE,23299192,Rainy,Belize,Belize Islands,17.73034,-88.03493,Entire home/apt,252,3,31,2021-11-11,0.34,2,303,2,
4532384,Private Riverside Farm Home,23499058,Alianaʼs,Cayo,Cayo,17.17629,-89.09526,Entire home/apt,260,2,114,2022-03-02,1.32,2,345,4,
4628150,"Latitude 17- North Cabana, Hopkins Village, Belize",23969147,Wade,Stann Creek,Stann Creek Mainland,16.86053,-88.28374,Private room,200,2,37,2022-01-06,0.42,6,330,1,
4642892,RENT ME IN BELIZE - Sunset Beach A1,12535449,Deb,Belize,Belize Islands,17.87961,-87.99948,Entire home/apt,639,5,0,,,2,309,0,
4676589,Gigantic lovely home awaits you!,24187672,Maria,Cayo,Cayo,17.15854,-89.0657,Private room,65,1,183,2020-03-05,2.07,1,55,0,
4744010,Gold Standard Beachfront Private Room - Reef Shark,24272181,Brittney,Belize,Belize Islands,17.92256,-87.95853,Hotel room,131,2,73,2022-02-19,0.83,2,248,16,
